,line,location,language,original_comment,new_line,trigram,comment length,value,category,keywords,description,length,prediction
458,"['error', 'messag', 'credit', 'card', 'name', 'card', 'valid']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1829,xml,Error message for credit card name on card validation  ,error messag credit card name card valid,"[('error', 'messag', 'credit'), ('messag', 'credit', 'card'), ('credit', 'card', 'name'), ('card', 'name', 'card'), ('name', 'card', 'valid')]",7,"['obeys security', 'violates healthy']","['Security', 'Security']","['valid', 'valid', 'valid', 'error']","conforms with value, value violation",7, security
459,"['messag', 'display', 'biometr', 'prompt', 'display', 'authent', 'owe', 'user', 'view', 'save', 'credit', 'card']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1831,xml,Message displayed in biometric prompt displayed for authentication before allowing users to view their saved credit cards  ,messag display biometr prompt display authent owe user view save credit card,"[('messag', 'display', 'biometr'), ('display', 'biometr', 'prompt'), ('biometr', 'prompt', 'display'), ('prompt', 'display', 'authent'), ('display', 'authent', 'allow'), ('authent', 'allow', 'user'), ('allow', 'user', 'view'), ('user', 'view', 'save'), ('view', 'save', 'credit'), ('save', 'credit', 'card')]",12,['obeys honest'],['Benevolence'],['authent'],conforms with value,12,
460,"['titl', 'pin', 'verif', 'dialog', 'direct', 'user', 'reenter', 'devic', 'credent', 'ial', 'access', 'credit', 'card']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1841,xml,Title of PIN verification dialog to direct users to reenter their device credentials to access their credit cards  ,titl pin verif dialog direct user reenter devic credent ial access credit card,"[('titl', 'pin', 'verif'), ('pin', 'verif', 'dialog'), ('verif', 'dialog', 'direct'), ('dialog', 'direct', 'user'), ('direct', 'user', 'reenter'), ('user', 'reenter', 'devic'), ('reenter', 'devic', 'credenti'), ('devic', 'credenti', 'access'), ('credenti', 'access', 'credit'), ('access', 'credit', 'card')]",12,['violates security'],['Security'],['access'],value violation,13,
461,"['messag', 'display', 'biometr', 'prompt', 'authent', 'owe', 'user', 'use', 'store', 'credit', 'card', 'inform']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1844,xml,"Message displayed in biometric prompt for authentication, before allowing users to use their stored credit card information  ",messag display biometr prompt authent owe user use store credit card inform,"[('messag', 'display', 'biometr'), ('display', 'biometr', 'prompt'), ('biometr', 'prompt', 'authent'), ('prompt', 'authent', 'allow'), ('authent', 'allow', 'user'), ('allow', 'user', 'use'), ('user', 'use', 'store'), ('use', 'store', 'credit'), ('store', 'credit', 'card'), ('credit', 'card', 'inform')]",12,['obeys honest'],['Benevolence'],['authent'],conforms with value,12,
462,"['content', 'descript', 'visibl', 'screen', 'reader', 'etc', 'titl', 'button', 'add', 'search', 'engin', 'action', 'bar']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1851,xml,"Content description (not visible, for screen readers etc.): Title for the button to add a search engine in the action bar  ",content descript visibl screen reader etc titl button add search engin action bar,"[('content', 'descript', 'visibl'), ('descript', 'visibl', 'screen'), ('visibl', 'screen', 'reader'), ('screen', 'reader', 'etc'), ('reader', 'etc', 'titl'), ('etc', 'titl', 'button'), ('titl', 'button', 'add'), ('button', 'add', 'search'), ('add', 'search', 'engin'), ('search', 'engin', 'action'), ('engin', 'action', 'bar')]",13,"['violates privacy', 'obeys pleasure']","['Self_direction', 'Hedonism']","['visibl', 'content', 'visibl']",conforms with value,13,
463,"['content', 'descript', 'visibl', 'screen', 'reader', 'etc', 'titl', 'button', 'save', 'search', 'engin', 'action', 'bar']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1853,xml,"Content description (not visible, for screen readers etc.): Title for the button to save a search engine in the action bar  ",content descript visibl screen reader etc titl button save search engin action bar,"[('content', 'descript', 'visibl'), ('descript', 'visibl', 'screen'), ('visibl', 'screen', 'reader'), ('screen', 'reader', 'etc'), ('reader', 'etc', 'titl'), ('etc', 'titl', 'button'), ('titl', 'button', 'save'), ('button', 'save', 'search'), ('save', 'search', 'engin'), ('search', 'engin', 'action'), ('engin', 'action', 'bar')]",13,"['violates privacy', 'obeys pleasure']","['Self_direction', 'Hedonism']","['visibl', 'content', 'visibl']",conforms with value,13,
464,"['access', 'descript', 'form', 'detail', 'custom', 'search', 'engin', 'enter']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1871,xml,Accessibility description for the form in which details about the custom search engine are entered  ,access descript form detail custom search engin enter,"[('access', 'descript', 'form'), ('descript', 'form', 'detail'), ('form', 'detail', 'custom'), ('detail', 'custom', 'search'), ('custom', 'search', 'engin'), ('search', 'engin', 'enter')]",8,['violates security'],['Security'],['access'],value violation,8,
465,"['access', 'descript', 'learn', 'link']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1873,xml,Accessibility description for the 'Learn more' link  ,access descript learn link,"[('access', 'descript', 'learn'), ('descript', 'learn', 'link')]",4,['violates security'],['Security'],['access'],value violation,4,
466,"['text', 'shown', 'user', 'leav', 'requir', 'templat', 'string']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1882,xml,Text shown when a user leaves out the required template string  ,text shown user leav requir templat string,"[('text', 'shown', 'user'), ('shown', 'user', 'leav'), ('user', 'leav', 'requir'), ('leav', 'requir', 'templat'), ('requir', 'templat', 'string')]",7,['obeys authority'],['Power'],['requir'],conforms with value,7,
467,"['text', 'shown', 'abl', 'valid', 'custom', 'search', 'queri', 'first', 'paramet', 'url', 'custom', 'search', 'engin']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1884,xml,Text shown when we aren't able to validate the custom search query. The first parameter is the url of the custom search engine  ,text shown abl valid custom search queri first paramet url custom search engin,"[('text', 'shown', 'arent'), ('shown', 'arent', 'abl'), ('arent', 'abl', 'valid'), ('abl', 'valid', 'custom'), ('valid', 'custom', 'search'), ('custom', 'search', 'queri'), ('search', 'queri', 'first'), ('queri', 'first', 'paramet'), ('first', 'paramet', 'url'), ('paramet', 'url', 'custom'), ('url', 'custom', 'search'), ('custom', 'search', 'engin')]",14,['obeys security'],['Security'],"['valid', 'valid', 'valid']",conforms with value,13,
468,"['text', 'shown', 'user', 'success', 'edit', 'custom', 'search', 'engin']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1888,xml,Text shown when a user successfully edits a custom search engine  ,text shown user success edit custom search engin,"[('text', 'shown', 'user'), ('shown', 'user', 'success'), ('user', 'success', 'edit'), ('success', 'edit', 'custom'), ('edit', 'custom', 'search'), ('custom', 'search', 'engin')]",8,['obeys successful'],['Achievement'],['success'],conforms with value,8,
469,"['text', 'shown', 'user', 'success', 'delet', 'custom', 'search', 'engin']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1890,xml,Text shown when a user successfully deletes a custom search engine  ,text shown user success delet custom search engin,"[('text', 'shown', 'user'), ('shown', 'user', 'success'), ('user', 'success', 'delet'), ('success', 'delet', 'custom'), ('delet', 'custom', 'search'), ('custom', 'search', 'engin')]",8,['obeys successful'],['Achievement'],['success'],conforms with value,8,
470,"['descript', 'text', 'follow', 'list', 'thing', 'mig', 'rate', 'e', 'g', 'bookmark', 'histori', 'place', 'holder', 'rep', 'lace', 'app', 'name']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1895,xml,"Description text followed by a list of things migrating (e.g. Bookmarks, History). Placeholder replaced with app name ",descript text follow list thing mig rate e g bookmark histori place holder rep lace app name,"[('descript', 'text', 'follow'), ('text', 'follow', 'list'), ('follow', 'list', 'thing'), ('list', 'thing', 'migrat'), ('thing', 'migrat', 'eg'), ('migrat', 'eg', 'bookmark'), ('eg', 'bookmark', 'histori'), ('bookmark', 'histori', 'placehold'), ('histori', 'placehold', 'replac'), ('placehold', 'replac', 'app'), ('replac', 'app', 'name')]",13,"['obeys privacy', 'violates influential']","['Self_direction', 'Achievement']","['histori', 'follow']","conforms with value, value violation",17,
471,"['text', 'disabl', 'button', 'progress', 'place', 'holder', 'rep', 'lace', 'app', 'name']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1897,xml,Text on the disabled button while in progress. Placeholder replaced with app name  ,text disabl button progress place holder rep lace app name,"[('text', 'disabl', 'button'), ('disabl', 'button', 'progress'), ('button', 'progress', 'placehold'), ('progress', 'placehold', 'replac'), ('placehold', 'replac', 'app'), ('replac', 'app', 'name')]",8,['obeys broad minded'],['Universalism'],['progress'],conforms with value,10,
472,"['access', 'descript', 'text', 'complet', 'migrat', 'item']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1901,xml,Accessibility description text for a completed migration item  ,access descript text complet migrat item,"[('access', 'descript', 'text'), ('descript', 'text', 'complet'), ('text', 'complet', 'migrat'), ('complet', 'migrat', 'item')]",6,['violates security'],['Security'],['access'],value violation,6,
473,"['text', 'list', 'mig', 'rate', 'item', 'e', 'g', 'set', 'histori', 'etc']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1903,xml,"Text on list of migrated items (e.g. Settings, History, etc.) ",text list mig rate item e g set histori etc,"[('text', 'list', 'migrat'), ('list', 'migrat', 'item'), ('migrat', 'item', 'eg'), ('item', 'eg', 'set'), ('eg', 'set', 'histori'), ('set', 'histori', 'etc')]",8,['obeys privacy'],['Self_direction'],['histori'],conforms with value,10,
474,"['head', 'instruct', 'ion', 'allow', 'permiss']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1906,xml,Heading for the instructions to allow a permission  ,head instruct ion allow permiss,"[('head', 'instruct', 'allow'), ('instruct', 'allow', 'permiss')]",4,['obeys privacy'],['Self_direction'],['permiss'],conforms with value,5, power
475,"['first', 'step', 'owe', 'permiss']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1909,xml,First step for the allowing a permission  ,first step owe permiss,"[('first', 'step', 'allow'), ('step', 'allow', 'permiss')]",4,['obeys privacy'],['Self_direction'],['permiss'],conforms with value,4, power
476,"['second', 'step', 'owe', 'permiss']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1911,xml,Second step for the allowing a permission  ,second step owe permiss,"[('second', 'step', 'allow'), ('step', 'allow', 'permiss')]",4,['obeys privacy'],['Self_direction'],['permiss'],conforms with value,4, power
477,"['third', 'step', 'owe', 'permiss', 'fore', 'exampl', 'camera']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1913,xml,Third step for the allowing a permission (Fore example: Camera)  ,third step owe permiss fore exampl camera,"[('third', 'step', 'allow'), ('step', 'allow', 'permiss'), ('allow', 'permiss', 'fore'), ('permiss', 'fore', 'exampl'), ('fore', 'exampl', 'camera')]",7,"['obeys privacy', 'obeys curious']","['Self_direction', 'Self_direction']","['permiss', 'exampl']",conforms with value,7, power
478,"['label', 'indic', 'ate', 'site', 'use', 'secur', 'connect']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1916,xml,Label that indicates a site is using a secure connection  ,label indic ate site use secur connect,"[('label', 'indic', 'site'), ('indic', 'site', 'use'), ('site', 'use', 'secur'), ('use', 'secur', 'connect')]",6,['obeys security'],['Security'],['secur'],conforms with value,7,
479,"['label', 'indic', 'ate', 'site', 'use', 'insecur', 'connect']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1918,xml,Label that indicates a site is using a insecure connection  ,label indic ate site use insecur connect,"[('label', 'indic', 'site'), ('indic', 'site', 'use'), ('site', 'use', 'insecur'), ('use', 'insecur', 'connect')]",6,['violates security'],['Security'],['insecur'],value violation,7,
480,"['confirm', 'messag', 'dialog', 'confirm', 'user', 'want', 'delet', 'permiss', 'site']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1924,xml,Confirmation message for a dialog confirming if the user wants to delete all the permissions for all sites ,confirm messag dialog confirm user want delet permiss site,"[('confirm', 'messag', 'dialog'), ('messag', 'dialog', 'confirm'), ('dialog', 'confirm', 'user'), ('confirm', 'user', 'want'), ('user', 'want', 'delet'), ('want', 'delet', 'permiss'), ('delet', 'permiss', 'site')]",9,['obeys privacy'],['Self_direction'],"['confirm', 'confirm', 'permiss']",conforms with value,9, power
481,"['confirm', 'messag', 'dialog', 'confirm', 'user', 'want', 'delet', 'permiss', 'site']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1926,xml,Confirmation message for a dialog confirming if the user wants to delete all the permissions for a site ,confirm messag dialog confirm user want delet permiss site,"[('confirm', 'messag', 'dialog'), ('messag', 'dialog', 'confirm'), ('dialog', 'confirm', 'user'), ('confirm', 'user', 'want'), ('user', 'want', 'delet'), ('want', 'delet', 'permiss'), ('delet', 'permiss', 'site')]",9,['obeys privacy'],['Self_direction'],"['confirm', 'confirm', 'permiss']",conforms with value,9, power
482,"['confirm', 'messag', 'dialog', 'confirm', 'user', 'want', 'set', 'default', 'valu', 'permiss', 'site']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1928,xml,Confirmation message for a dialog confirming if the user wants to set default value a permission for a site ,confirm messag dialog confirm user want set default valu permiss site,"[('confirm', 'messag', 'dialog'), ('messag', 'dialog', 'confirm'), ('dialog', 'confirm', 'user'), ('confirm', 'user', 'want'), ('user', 'want', 'set'), ('want', 'set', 'default'), ('set', 'default', 'valu'), ('default', 'valu', 'permiss'), ('valu', 'permiss', 'site')]",11,"['obeys choosing own goals', 'obeys privacy']","['self-direction', 'Self_direction']","['valu', 'confirm', 'confirm', 'permiss']",conforms with value,11, power
483,"['bookmark', 'delet', 'confirm']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1934,xml,Bookmark deletion confirmation  ,bookmark delet confirm,"[('bookmark', 'delet', 'confirm')]",3,['obeys privacy'],['Self_direction'],['confirm'],conforms with value,3,
484,"['text', 'shown', 'issuer', 'name', 'indic', 'verifi', 'paramet', 'name']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1938,xml,"text shown before the issuer name to indicate who its verified by, parameter is the name of ",text shown issuer name indic verifi paramet name,"[('text', 'shown', 'issuer'), ('shown', 'issuer', 'name'), ('issuer', 'name', 'indic'), ('name', 'indic', 'verifi'), ('indic', 'verifi', 'paramet'), ('verifi', 'paramet', 'name')]",8,['obeys responsible'],['Benevolence'],['verifi'],conforms with value,8,
485,"['text', 'shown', 'issuer', 'name', 'indic', 'verifi', 'paramet', 'name', 'certif', 'author', 'verifi', 'ticket']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1939,xml,"text shown before the issuer name to indicate who its verified by, parameter is the name of      the certificate authority that verified the ticket",text shown issuer name indic verifi paramet name certif author verifi ticket,"[('text', 'shown', 'issuer'), ('shown', 'issuer', 'name'), ('issuer', 'name', 'indic'), ('name', 'indic', 'verifi'), ('indic', 'verifi', 'paramet'), ('verifi', 'paramet', 'name'), ('paramet', 'name', 'certif'), ('name', 'certif', 'author'), ('certif', 'author', 'verifi'), ('author', 'verifi', 'ticket')]",12,"['obeys authority', 'obeys responsible']","['Power', 'Benevolence']","['author', 'verifi', 'verifi']",conforms with value,12, power
486,"['messag', 'delet', 'confirm', 'dialog', 'login']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1945,xml,Message in delete confirmation dialog for logins  ,messag delet confirm dialog login,"[('messag', 'delet', 'confirm'), ('delet', 'confirm', 'dialog'), ('confirm', 'dialog', 'login')]",5,['obeys privacy'],['Self_direction'],['confirm'],conforms with value,5,
487,"['posit', 'action', 'dialog', 'ask', 'delet']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1947,xml,Positive action of a dialog asking to delete   ,posit action dialog ask delet,"[('posit', 'action', 'dialog'), ('action', 'dialog', 'ask'), ('dialog', 'ask', 'delet')]",5,['obeys privacy'],['Self_direction'],['ask'],conforms with value,5,
488,"['edi', 'tabl', 'text', 'field', 'login', 'password']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1955,xml,The editable text field for a login's password.  ,edi tabl text field login password,"[('edit', 'text', 'field'), ('text', 'field', 'login'), ('field', 'login', 'password')]",5,['obeys privacy'],['Self_direction'],['password'],conforms with value,6,
489,"['error', 'messag', 'ad', 'login', 'view', 'password', 'field', 'blank']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1965,xml,The error message in add/edit login view when password field is blank.  ,error messag ad login view password field blank,"[('error', 'messag', 'addedit'), ('messag', 'addedit', 'login'), ('addedit', 'login', 'view'), ('login', 'view', 'password'), ('view', 'password', 'field'), ('password', 'field', 'blank')]",8,"['obeys privacy', 'violates healthy']","['Self_direction', 'Security']","['password', 'error']","conforms with value, value violation",8, security
490,"['error', 'messag', 'add', 'login', 'view', 'usernam', 'field', 'blank']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1967,xml,The error message in add login view when username field is blank.  ,error messag add login view usernam field blank,"[('error', 'messag', 'add'), ('messag', 'add', 'login'), ('add', 'login', 'view'), ('login', 'view', 'usernam'), ('view', 'usernam', 'field'), ('usernam', 'field', 'blank')]",8,['violates healthy'],['Security'],['error'],value violation,8, security
491,"['error', 'messag', 'add', 'login', 'view', 'hostnam', 'field', 'blank']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1969,xml,The error message in add login view when hostname field is blank.  ,error messag add login view hostnam field blank,"[('error', 'messag', 'add'), ('messag', 'add', 'login'), ('add', 'login', 'view'), ('login', 'view', 'hostnam'), ('view', 'hostnam', 'field'), ('hostnam', 'field', 'blank')]",8,['violates healthy'],['Security'],['error'],value violation,8, security
492,"['voic', 'search', 'button', 'content', 'descript']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1971,xml,Voice search button content description   ,voic search button content descript,"[('voic', 'search', 'button'), ('search', 'button', 'content'), ('button', 'content', 'descript')]",5,['obeys pleasure'],['Hedonism'],['content'],conforms with value,5,
493,"['error', 'messag', 'edit', 'login', 'view', 'duplic', 'usernam', 'exist']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1976,xml,The error message in edit login view when a duplicate username exists.  ,error messag edit login view duplic usernam exist,"[('error', 'messag', 'edit'), ('messag', 'edit', 'login'), ('edit', 'login', 'view'), ('login', 'view', 'duplic'), ('view', 'duplic', 'usernam'), ('duplic', 'usernam', 'exist')]",8,['violates healthy'],['Security'],['error'],value violation,8, security
494,"['error', 'messag', 'shown', 'hostnam', 'field', 'add', 'login', 'page', 'hostnam', 'contain', 'http', 'http']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1981,xml,This is an error message shown below the hostname field of the add login page when a hostname does not contain http or https.  ,error messag shown hostnam field add login page hostnam contain http http,"[('error', 'messag', 'shown'), ('messag', 'shown', 'hostnam'), ('shown', 'hostnam', 'field'), ('hostnam', 'field', 'add'), ('field', 'add', 'login'), ('add', 'login', 'page'), ('login', 'page', 'hostnam'), ('page', 'hostnam', 'contain'), ('hostnam', 'contain', 'http'), ('contain', 'http', 'http')]",12,['violates healthy'],['Security'],['error'],value violation,12, security
495,"['error', 'messag', 'shown', 'hostnam', 'field', 'add', 'login', 'page', 'hostnam', 'invalid']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1985,xml,This is an error message shown below the hostname field of the add login page when a hostname is invalid.  ,error messag shown hostnam field add login page hostnam invalid,"[('error', 'messag', 'shown'), ('messag', 'shown', 'hostnam'), ('shown', 'hostnam', 'field'), ('hostnam', 'field', 'add'), ('field', 'add', 'login'), ('add', 'login', 'page'), ('login', 'page', 'hostnam'), ('page', 'hostnam', 'invalid')]",10,['violates healthy'],['Security'],['error'],value violation,10, security
496,"['sync', 'tab', 'text', 'display', 'ask', 'user', 'connect', 'anoth', 'devic', 'devic', 'found', 'account']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1989,xml,Synced Tabs  Text displayed to ask user to connect another device as no devices found with account  ,sync tab text display ask user connect anoth devic devic found account,"[('sync', 'tab', 'text'), ('tab', 'text', 'display'), ('text', 'display', 'ask'), ('display', 'ask', 'user'), ('ask', 'user', 'connect'), ('user', 'connect', 'anoth'), ('connect', 'anoth', 'devic'), ('anoth', 'devic', 'devic'), ('devic', 'devic', 'found'), ('devic', 'found', 'account')]",12,['obeys privacy'],['Self_direction'],['ask'],conforms with value,12,
497,"['text', 'display', 'ask', 'user', 'reauthent']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1991,xml,Text displayed asking user to reauthenticate  ,text display ask user reauthent,"[('text', 'display', 'ask'), ('display', 'ask', 'user'), ('ask', 'user', 'reauthent')]",5,['obeys privacy'],['Self_direction'],['ask'],conforms with value,5,
498,"['content', 'descript', 'text', 'display', 'dialog', 'top', 'site', 'limit', 'reach']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 2008,xml,Content description text displayed in the dialog when top sites limit is reached.  ,content descript text display dialog top site limit reach,"[('content', 'descript', 'text'), ('descript', 'text', 'display'), ('text', 'display', 'dialog'), ('display', 'dialog', 'top'), ('dialog', 'top', 'site'), ('top', 'site', 'limit'), ('site', 'limit', 'reach')]",9,['obeys pleasure'],['Hedonism'],['content'],conforms with value,9,
499,"['confirm', 'dialog', 'button', 'text', 'top', 'site', 'limit', 'reach']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 2010,xml,Confirmation dialog button text when top sites limit is reached.  ,confirm dialog button text top site limit reach,"[('confirm', 'dialog', 'button'), ('dialog', 'button', 'text'), ('button', 'text', 'top'), ('text', 'top', 'site'), ('top', 'site', 'limit'), ('site', 'limit', 'reach')]",8,['obeys privacy'],['Self_direction'],['confirm'],conforms with value,8,
500,"['label', 'prefer', 'show', 'visit', 'top', 'site', 'homepag']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 2013,xml,Label for the preference to show the most visited top sites on the homepage  ,label prefer show visit top site homepag,"[('label', 'prefer', 'show'), ('prefer', 'show', 'visit'), ('show', 'visit', 'top'), ('visit', 'top', 'site'), ('top', 'site', 'homepag')]",7,['obeys choice'],['Self_direction'],['prefer'],conforms with value,7,
501,"['label', 'show', 'visit', 'top', 'site', 'prefer']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 2015,xml,Label for the show most visited top sites preference  ,label show visit top site prefer,"[('label', 'show', 'visit'), ('show', 'visit', 'top'), ('visit', 'top', 'site'), ('top', 'site', 'prefer')]",6,['obeys choice'],['Self_direction'],['prefer'],conforms with value,6,
502,"['label', 'show', 'visit', 'site', 'prefer']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 2017,xml,Label for the show most visited sites preference  ,label show visit site prefer,"[('label', 'show', 'visit'), ('show', 'visit', 'site'), ('visit', 'site', 'prefer')]",5,['obeys choice'],['Self_direction'],['prefer'],conforms with value,5,
503,"['button', 'caption', 'confirm', 'renam', 'top', 'site']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 2024,xml,Button caption to confirm the renaming of the top site.  ,button caption confirm renam top site,"[('button', 'caption', 'confirm'), ('caption', 'confirm', 'renam'), ('confirm', 'renam', 'top'), ('renam', 'top', 'site')]",6,['obeys privacy'],['Self_direction'],['confirm'],conforms with value,6,
504,"['inact', 'tab', 'tab', 'tray', 'titl', 'text', 'display', 'tab', 'tray', 'tab', 'unus', 'number', 'day']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 2030,xml,Inactive tabs in the tabs tray  Title text displayed in the tabs tray when a tab has been unused for 14 days.  ,inact tab tab tray titl text display tab tray tab unus number day,"[('inact', 'tab', 'tab'), ('tab', 'tab', 'tray'), ('tab', 'tray', 'titl'), ('tray', 'titl', 'text'), ('titl', 'text', 'display'), ('text', 'display', 'tab'), ('display', 'tab', 'tray'), ('tab', 'tray', 'tab'), ('tray', 'tab', 'unus'), ('tab', 'unus', '14'), ('unus', '14', 'day')]",13,['violates clean'],['Security'],['unus'],value violation,13,
505,"['content', 'descript', 'close', 'inact', 'tab']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 2032,xml,Content description for closing all inactive tabs  ,content descript close inact tab,"[('content', 'descript', 'close'), ('descript', 'close', 'inact'), ('close', 'inact', 'tab')]",5,['obeys pleasure'],['Hedonism'],['content'],conforms with value,5,
506,"['descript', 'section', 'inact', 'tab', 'notifi', 'user', 'tab', 'close', 'appropri', 'see', 'string', 'inact', 'tab', 'number', 'day', 'inact', 'tab', 'number', 'day', 'place', 'holder', 'option']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 2034,xml,"A description below the section of ""inactive"" tabs to notify the user when those tabs will be closed, if appropriate. See strings inactive_tabs_30_days and inactive_tabs_7_days for placeholders options.  ",descript section inact tab notifi user tab close appropri see string inact tab number day inact tab number day place holder option,"[('descript', 'section', 'inact'), ('section', 'inact', 'tab'), ('inact', 'tab', 'notifi'), ('tab', 'notifi', 'user'), ('notifi', 'user', 'tab'), ('user', 'tab', 'close'), ('tab', 'close', 'appropri'), ('close', 'appropri', 'see'), ('appropri', 'see', 'string'), ('see', 'string', 'inactivetabs30day'), ('string', 'inactivetabs30day', 'inactivetabs7day'), ('inactivetabs30day', 'inactivetabs7day', 'placehold'), ('inactivetabs7day', 'placehold', 'option')]",15,['obeys choosing own goals'],['self-direction'],['see'],conforms with value,22,
507,"['amount', 'time', 'tab', 'inact', 'section', 'tab', 'tray', 'close', 'see', 'string', 'inact', 'tab', 'descript', 'well']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 2036,xml,"The amount of time until a tab in the ""inactive"" section of the tabs tray will be closed. See string inactive_tabs_description as well  ",amount time tab inact section tab tray close see string inact tab descript well,"[('amount', 'time', 'tab'), ('time', 'tab', 'inact'), ('tab', 'inact', 'section'), ('inact', 'section', 'tab'), ('section', 'tab', 'tray'), ('tab', 'tray', 'close'), ('tray', 'close', 'see'), ('close', 'see', 'string'), ('see', 'string', 'inactivetabsdescript'), ('string', 'inactivetabsdescript', 'well')]",12,"['obeys choosing own goals', 'obeys pleasure']","['self-direction', 'Hedonism']","['see', 'time']",conforms with value,14,
508,"['inact', 'tab', 'auto', 'close', 'messag', 'tab', 'tray', 'header', 'text', 'auto', 'close', 'messag', 'user', 'ask', 'want', 'turn', 'autoc', 'lose', 'inact', 'tab']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 2043,xml,Inactive tabs autoclose message in the tabs tray  The header text of the autoclose message when the user is asked if they want to turn on the autoclosing of inactive tabs.  ,inact tab auto close messag tab tray header text auto close messag user ask want turn autoc lose inact tab,"[('inact', 'tab', 'autoclos'), ('tab', 'autoclos', 'messag'), ('autoclos', 'messag', 'tab'), ('messag', 'tab', 'tray'), ('tab', 'tray', 'header'), ('tray', 'header', 'text'), ('header', 'text', 'autoclos'), ('text', 'autoclos', 'messag'), ('autoclos', 'messag', 'user'), ('messag', 'user', 'ask'), ('user', 'ask', 'want'), ('ask', 'want', 'turn'), ('want', 'turn', 'autoclos'), ('turn', 'autoclos', 'inact'), ('autoclos', 'inact', 'tab')]",17,['obeys privacy'],['Self_direction'],['ask'],conforms with value,20,
509,"['text', 'snack', 'bar', 'confirm', 'auto', 'close', 'enabl', 'inact', 'tab']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 2050,xml,Text for the snackbar to confirm autoclose is enabled for inactive tabs  ,text snack bar confirm auto close enabl inact tab,"[('text', 'snackbar', 'confirm'), ('snackbar', 'confirm', 'autoclos'), ('confirm', 'autoclos', 'enabl'), ('autoclos', 'enabl', 'inact'), ('enabl', 'inact', 'tab')]",7,['obeys privacy'],['Self_direction'],['confirm'],conforms with value,9,
